Data location,Date born,Date imaged,Date screened/Initial feedback,End of imaging time,Imaged Locations,Mounting Orientation,Start of imaging time,Time mounted,Time placed in scope,Unique Targets,Unique Targets with blanks,ZF female genotype,ZF male genotype,additional mRNAs injected,additional plasmids injected,additonal dye and chemicals,additonal proteins injected,dataset,date_experiment,date_mount,fish,genotype_allele_codes,genotype_base_codes,mount_id,parent_female,parent_male,roi_dir,roi_name,roi_rel,roi_tiffs,treatment_plasmid_base_codes,treatment_rna_base_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
U:\Data\20240911_Korra_Foundation\20250218_mem_histone\fish1_24hpf_halo_jfx649,2025-02-17,2025-02-18,2025-02-18 00:00:00,1:40 pm (day+1),"brain, spinal cord, muscle",dorsal,17:10:00,17:00:00,17:00:00,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488",ef1a:H2B:Halo,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),JF635 3uM,,,,korra,20250624_skittlez_Chris_x_Liam,2025-02-18,fish7_roi1,Swinburne:Swinburne,Swinburne,,ef1a:H2B:Halo,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi1,fish7_roi1,fish7_roi1,48,,nan,,,,,,,,,"histone,membrane",
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish8_72hpf_mYH,2025-02-10,2025-02-13,2025-02-12 00:00:00,17:00:00,muscle+ neuromast+skin,LHUT,10:45:00,2025-02-12 16:20:00,10:20:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Chris_x_Liam,2025-02-13,fish7_roi2,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi2,fish7_roi2,fish7_roi2,48,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
,2025-02-10,2025-02-13,2025-02-12 00:00:00,,,LHUT,,2025-02-12 16:20:00,10:20:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Chris_x_Liam,2025-02-13,fish7_roi3,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi3,fish7_roi3,fish7_roi3,48,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),membrane,"tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish9_10_24hpf_mYH,,2025-02-13,,5:30:00 PM (day+1),hindbrain,dorsal,17:10:00,2025-02-13 16:30:00,17:00:00,nuclei,nuclei,,,mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Chris_x_Liam,2025-02-13,fish7_roi4,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Chris_x_Liam/fish7_roi4,fish7_roi4,fish7_roi4,48,,pDQM105,,,,,mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane",mYH
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish9_10_24hpf_mYH,,2025-02-13,,5:30:00 PM (day+1）,"hindbrain, spinal cord, muscle",dorsal,17:10:00,2025-02-13 16:30:00,17:00:00,nuclei,nuclei,,,mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Issac_x_Ken,2025-02-13,fish1_roi1,,,,,,/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish1_roi1,fish1_roi1,fish1_roi1,54,,pDQM105,,,,,mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane",mYH
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish7_48hpf_mYH,2025-02-10,2025-02-12,2025-02-11 00:00:00,10:10 AM (day+1),muscle,dorsal,17:00:00,11:15:00,10:50:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Issac_x_Ken,2025-02-12,fish2_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish2_roi1,fish2_roi1,fish2_roi1,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish5_48hpf_mYH,2025-02-10,2025-02-12,2025-02-11 00:00:00,10:45:00,tail (other regions bad quality due to nonideal fish orientation),LHUT,10:00:00,2025-02-11 16:15:00,09:00:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Issac_x_Ken,2025-02-12,fish2_roi2,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish2_roi2,fish2_roi2,fish2_roi2,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
,2025-02-10,2025-02-12,2025-02-11 00:00:00,,,LHUT,can not locate the fish,2025-02-11 16:15:00,09:00:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mChilada:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Issac_x_Ken,2025-02-12,fish3_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish3_roi1,fish3_roi1,fish3_roi1,60,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,membrane,"tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish2_24hpf_mYH,2025-02-10,2025-02-11,2025-02-11 00:00:00,15:40:00,spinal cord + muscle + skin,dorsal,10:45:00,10:15:00,10:30:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mYH:H2B (80 and 120 pg),,,,korra,20250624_skittlez_Issac_x_Ken,2025-02-11,fish4_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250624_skittlez_Issac_x_Ken/fish4_roi1,fish4_roi1,fish4_roi1,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
,2025-02-10,,2025-02-11 00:00:00,,,dorsal,,10:15:00,,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mChilada:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-11,fish1_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi1,fish1_roi1,fish1_roi1,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,membrane,"tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish6_48hpf_mchilada,2025-02-10,2025-02-12,2025-02-11 00:00:00,16:40:00,spinal cord + muscle + skin,dorsal,11:00:00,11:15:00,10:50:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mChilada:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-11,fish1_roi2,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish1_roi2,fish1_roi2,fish1_roi2,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,"histone,membrane","tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish4_24hpf_mYH,2025-02-10,2025-02-11,2025-02-11 00:00:00,9 AM (day+1),spinal cord + muscle + skin,dorsal,18:10:00,11:50:00,15:55:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mYH:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-11,fish3_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish3_roi1,fish3_roi1,fish3_roi1,90,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250211_mem_histone\fish3_24hpf_mchilada,2025-02-10,2025-02-11,2025-02-11 00:00:00,18:00:00,spinal cord + muscle + skin,dorsal,16:00:00,11:50:00,15:55:00,nuclei,nuclei,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),mChilada:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-11,fish4_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish4_roi1,fish4_roi1,fish4_roi1,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,"histone,membrane","tdmSG(membrane),mchilada"
,2025-02-07,2025-02-10,2025-02-10 00:00:00,,,dorsal,fish extremely dim (~120 over background with full power and 60 ms exposure),10:50:00,18:30:00,"csp,male #19 - bright, low frequency transmission (<10%),488,nuclei","csp,male #19 - bright, low frequency transmission (<10%),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),mYH:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-10,fish5_roi1,pDQM005:308,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi1,fish5_roi1,fish5_roi1,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),membrane,"tdmSG(membrane),mYH"
,2025-02-07,2025-02-10,2025-02-10 00:00:00,,,dorsal,fish extremely dim,10:50:00,18:30:00,"csp,male #19 - bright, low frequency transmission (<10%),488,nuclei","csp,male #19 - bright, low frequency transmission (<10%),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),mYH:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-10,fish5_roi2,pDQM005:308,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi2,fish5_roi2,fish5_roi2,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),membrane,"tdmSG(membrane),mYH"
,2025-02-07,2025-02-10,2025-02-10 00:00:00,,,dorsal,fish extremely dim (~60 over background with full power and 60 ms exposure),00:10:00,18:20:00,"csp,male #19 - bright, low frequency transmission (<10%),488,nuclei","csp,male #19 - bright, low frequency transmission (<10%),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),mYH:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-10,fish7_roi1,pDQM005:308,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish7_roi1,fish7_roi1,fish7_roi1,90,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),membrane,"tdmSG(membrane),mYH"
,2025-02-07,2025-02-10,2025-02-10 00:00:00,,,dorsal,fish extremely dim,00:10:00,18:20:00,"csp,male #19 - bright, low frequency transmission (<10%),488,nuclei","csp,male #19 - bright, low frequency transmission (<10%),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),mYH:H2B (80 and 120 pg),,,,korra,20250625_skittlez,2025-02-10,fish8_roi1,pDQM005:308,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 308),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi1,fish8_roi1,fish8_roi1,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),membrane,"tdmSG(membrane),mYH"
,2025-02-05,2025-02-07,2025-02-06 00:00:00,6:00:00 PM (2/10),continuous AO test,dorsal,10:30:00,12:08:00,10:30:00,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),mChilada:H2B (80 pg),,,,korra,20250625_skittlez,2025-02-07,fish8_roi2,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi2,fish8_roi2,fish8_roi2,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,membrane,"tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish6_72hpf_mYH,2025-02-03,2025-02-06,2025-02-04 00:00:00,13:45:00,spinal cord + muscle + skin,dorsal,10:15:00,18:35:00,10:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250625_skittlez,2025-02-06,fish9_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish9_roi1,fish9_roi1,fish9_roi1,90,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
,2025-02-03,2025-02-06,2025-02-04 00:00:00,,,dorsal,,18:35:00,10:00:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-06,fish10_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish10_roi1,fish10_roi1,fish10_roi1,108,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),membrane,"tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250206_mem_histone\fish1_24hpf_mChilada,2025-02-05,2025-02-06,2025-02-06 00:00:00,17:35:00,spinal cord + muscle + skin,dorsal,14:05:00,11:26:00,13:55:00,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),mChilada:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-06,fish1_roi1,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi1,fish1_roi1,fish1_roi1,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,"histone,membrane","tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250206_mem_histone\fish2_24hpf_mChilada,2025-02-05,2025-02-06,2025-02-06 00:00:00,10:15AM (day+1),spinal cord + muscle + skin,dorsal,17:40:00,11:26:00,13:55:00,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),mChilada:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-06,fish1_roi2,pDQM005:301,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi2,fish1_roi2,fish1_roi2,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,"histone,membrane","tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish3_48hpf_mYH,2025-02-03,2025-02-05,2025-02-04 00:00:00,14:40:00,spinal cord + muscle + skin,dorsal,10:00:00,15:45:00,09:50:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-05,fish1_roi3,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi3,fish1_roi3,fish1_roi3,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish4_48hpf_mYH,2025-02-03,2025-02-05,2025-02-04 00:00:00,17:20:00,spinal cord + muscle + skin,dorsal,15:00:00,15:45:00,09:50:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-05,fish2_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish2_roi1,fish2_roi1,fish2_roi1,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish5_48hpf_mYH\roi1_mb,2025-02-03,2025-02-05,2025-02-05 00:00:00,overnight,brain,vertical head up,18:00:00,11:42:00,17:30:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-05,fish3_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish3_roi1,fish3_roi1,fish3_roi1,90,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish5_48hpf_mYH\roi2_mb,2025-02-03,2025-02-05,2025-02-05 00:00:00,overnight,brain,vertical head up,18:00:00,11:42:00,17:30:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-05,fish4_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi1,fish4_roi1,fish4_roi1,72,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish1_24hpf_mchilada,2025-02-03,2025-02-04,2025-02-04 00:00:00,16:30:00,brain,vertical head up,12:00:00,11:53:00,11:53:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mChilada:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-04,fish4_roi2,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi2,fish4_roi2,fish4_roi2,72,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,"histone,membrane","tdmSG(membrane),mchilada"
U:\Data\20240911_Korra_Foundation\20250204_mem_histone\fish2_24hpf_mYH,2025-02-03,2025-02-04,2025-02-04 00:00:00,16:30:00,brain,vertical head up,12:00:00,11:53:00,11:53:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250627_skittlez,2025-02-04,fish5_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish5_roi1,fish5_roi1,fish5_roi1,90,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane","tdmSG(membrane),mYH"
U:\Data\20240911_Korra_Foundation\20250131_mem_histone\fish2_24hpf_mChilada,2025-01-30,2025-01-31,2025-01-31 00:00:00,18:00:00,spinal cord + muscle,dorsal,16:30:00,,,nuclei,nuclei,casper/rnf,casper/rnf,2xLynk:mSG; mChilada:H2B,,,,korra,20250627_skittlez,2025-01-31,fish7_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish7_roi1,fish7_roi1,fish7_roi1,90,,,,,,,,,,,"histone,membrane",
U:\Data\20240911_Korra_Foundation\20250131_mem_histone\fish1_24hpf_mYH,2025-01-30,2025-01-31,2025-01-31 00:00:00,16:30:00,spinal cord + muscle,dorsal,15:00:00,,,nuclei,nuclei,casper/rnf,casper/rnf,2xLynk:mSG; mYH:H2B,,,,korra,20250627_skittlez,2025-01-31,fish8_roi1,,,,casper/rnf,casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish8_roi1,fish8_roi1,fish8_roi1,90,,pDQM105,,,,,mYH::h2b(N),,mYH,mYH::h2b(N),"histone,membrane",mYH
,2025-01-31,,"2/1/25, 2/2/25/, 2/3/25",,,,,,,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,tol2 mRNA (40 pg),Skittles-lite (ef1a:mTFP1 / ef1a:mChilada / ef1a:miRFP670-2),,,korra,20250627_skittlez,,fish9_roi1,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish9_roi1,fish9_roi1,fish9_roi1,108,"pDQM087,pDQM089,pDQM106",nan,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),"mChilada,mTFP1,miRFP670",,"mChilada,mTFP1,miRFP670","mChilada,mTFP1,miRFP670",membrane,"tdmSG(membrane),mChilada,mTFP1,miRFP670"
,2025-01-31,,"2/1/25, 2/2/25/, 2/3/25",,,,,,,"csp,male #23 - bright, low frequency transmission (<10%),488","csp,male #23 - bright, low frequency transmission (<10%),488",casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 304),tol2 mRNA (40 pg),Skittles-lite (ef1a:mTFP1 / ef1a:mChilada / ef1a:miRFP670-2),,,korra,20250715_mem_organelle,,fish1_mem_sg_mito_msc3,pDQM005:304,pDQM005,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 304),/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,roi1,roi1,384,"pDQM087,pDQM089,pDQM106",nan,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),"mChilada,mTFP1,miRFP670",,"mChilada,mTFP1,miRFP670","mChilada,mTFP1,miRFP670","membrane,mitochondria","tdmSG(membrane),mChilada,mTFP1,miRFP670"
,2025-02-03,,2025-02-04 00:00:00,,,lateral,Orientation not good for imaging,10:50:00,10:50:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mChilada:H2B (80 pg),,,,korra,20250715_mem_organelle,,fish1_mem_sg_mito_msc3,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,roi2,roi2,640,,pDQM104,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mchilada,,mchilada,mchilada,"membrane,mitochondria","tdmSG(membrane),mchilada"
,2025-02-03,,2025-02-04 00:00:00,,,lateral,Orientation not good for imaging,10:50:00,10:50:00,nuclei,nuclei,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,mYH:H2B (80 pg),,,,korra,20250715_mem_organelle,,fish2_24hpf_mem_mito_msc3_er_halo,pDQM005:301,pDQM005,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,roi1_eye,roi1_eye,1922,,pDQM105,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mYH::h2b(N),,mYH,mYH::h2b(N),"ER,membrane,mitochondria","tdmSG(membrane),mYH"
